compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,geometry
C1Zr1,aflow:183cdd9f310af68b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619173,225,cF8,"['C', 'Zr']","[3.34031, 3.34031, 3.34031, 60, 60, 60]"
C1Zr1,aflow:1f976b430cdd9d6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619175,225,cF8,"['C', 'Zr']","[3.34068, 3.34068, 3.34068, 60, 60, 60]"
C1Zr1,aflow:20c8d17e538fab88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_26954,225,cF8,"['C', 'Zr']","[3.34008, 3.34008, 3.34008, 60, 60, 60]"
C1Zr1,aflow:2162b8124cd47c72,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619149,225,cF8,"['C', 'Zr']","[3.34064, 3.34064, 3.34064, 60, 60, 60]"
C1Zr1,aflow:2b168367b23eff8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619172,225,cF8,"['C', 'Zr']","[3.34043, 3.34043, 3.34043, 60, 60, 60]"
C1Zr1,aflow:32a60e233e32d8b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_22264,225,cF8,"['C', 'Zr']","[3.34049, 3.34049, 3.34049, 60, 60, 60]"
C1Zr1,aflow:485023024cc08d40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181094,225,cF8,"['C', 'Zr']","[3.34025, 3.34025, 3.34025, 60, 60, 60]"
C1Zr1,aflow:49d121a84439373c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619153,225,cF8,"['C', 'Zr']","[3.34035, 3.34035, 3.34035, 60, 60, 60]"
C1Zr1,aflow:4b7041afb516d49d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_600759,225,cF8,"['C', 'Zr']","[3.34043, 3.34043, 3.34043, 60, 60, 60]"
C1Zr1,aflow:4dc9cd1ca585b0ee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619177,225,cF8,"['C', 'Zr']","[3.34066, 3.34066, 3.34066, 60, 60, 60]"
C1Zr1,aflow:4ee03671ffd2377d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_180599,225,cF8,"['C', 'Zr']","[3.34045, 3.34045, 3.34045, 60, 60, 60]"
C1Zr1,aflow:500449d8ef62b879,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619159,225,cF8,"['C', 'Zr']","[3.34078, 3.34078, 3.34078, 60, 60, 60]"
C1Zr1,aflow:50de673176fc4d75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_44495,225,cF8,"['C', 'Zr']","[3.34071, 3.34071, 3.34071, 60, 60, 60]"
C1Zr1,aflow:6c2ea7071b159697,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619162,225,cF8,"['C', 'Zr']","[3.34034, 3.34034, 3.34034, 60, 60, 60]"
C1Zr1,aflow:713d63f11897ee08,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619171,225,cF8,"['C', 'Zr']","[3.34043, 3.34043, 3.34043, 60, 60, 60]"
C1Zr1,aflow:7c26743ac2d30309,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619158,225,cF8,"['C', 'Zr']","[3.34066, 3.34066, 3.34066, 60, 60, 60]"
C1Zr1,aflow:7fcdc61f5b25c0ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619148,225,cF8,"['C', 'Zr']","[3.34073, 3.34073, 3.34073, 60, 60, 60]"
C1Zr1,aflow:958796bb962acec5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181093,225,cF8,"['C', 'Zr']","[3.34036, 3.34036, 3.34036, 60, 60, 60]"
C1Zr1,aflow:969c7b54042836b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619156,225,cF8,"['C', 'Zr']","[3.34073, 3.34073, 3.34073, 60, 60, 60]"
C1Zr1,aflow:9b3347c081b24034,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619163,225,cF8,"['C', 'Zr']","[3.3401, 3.3401, 3.3401, 60, 60, 60]"
C1Zr1,aflow:9b50ad20510e7cf6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619152,225,cF8,"['C', 'Zr']","[3.34066, 3.34066, 3.34066, 60, 60, 60]"
C1Zr1,aflow:b0cbd003f5b198c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619150,225,cF8,"['C', 'Zr']","[3.3406, 3.3406, 3.3406, 60, 60, 60]"
C1Zr1,aflow:b197dbd0d14a2d09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619169,225,cF8,"['C', 'Zr']","[3.34043, 3.34043, 3.34043, 60, 60, 60]"
C1Zr1,aflow:b25daffa5043bc2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619157,225,cF8,"['C', 'Zr']","[3.34043, 3.34043, 3.34043, 60, 60, 60]"
C1Zr1,aflow:b652e182b2677f30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_159874,225,cF8,"['C', 'Zr']","[3.34045, 3.34045, 3.34045, 60, 60, 60]"
C1Zr1,aflow:bf9684dfac10bd96,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619178,225,cF8,"['C', 'Zr']","[3.34043, 3.34043, 3.34043, 60, 60, 60]"
C1Zr1,aflow:c1548f00c3b2c8cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_658333,225,cF8,"['C', 'Zr']","[3.34041, 3.34041, 3.34041, 60, 60, 60]"
C1Zr1,aflow:cf2bfe97c7eb6a5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619160,225,cF8,"['C', 'Zr']","[3.34043, 3.34043, 3.34043, 60, 60, 60]"
C1Zr1,aflow:d25e10e9355a2583,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_183161,225,cF8,"['C', 'Zr']","[3.34016, 3.34016, 3.34016, 60, 60, 60]"
C1Zr1,aflow:eb512a6ba49ae3b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_44730,225,cF8,"['C', 'Zr']","[3.34071, 3.34071, 3.34071, 60, 60, 60]"
C1Zr1,aflow:ef852882fb4823d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_658395,225,cF8,"['C', 'Zr']","[3.34044, 3.34044, 3.34044, 60, 60, 60]"
C1Zr1,aflow:f0ed850811f6ae04,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619147,225,cF8,"['C', 'Zr']","[3.34027, 3.34027, 3.34027, 60, 60, 60]"
C1Zr1,aflow:f2964dfcf8a3da8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619151,225,cF8,"['C', 'Zr']","[3.34068, 3.34068, 3.34068, 60, 60, 60]"
C1Zr1,aflow:f2476f0b8c1c6818,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181788,225,cF8,"['C', 'Zr']","[3.3403, 3.3403, 3.3403, 60, 60, 60]"
C1Zr1,aflow:f6e9f5bb1bc2d52a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181141,225,cF8,"['C', 'Zr']","[3.34029, 3.34029, 3.34029, 60, 60, 60]"
C1Zr1,aflow:fd9dcba419a72837,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619179,225,cF8,"['C', 'Zr']","[3.34047, 3.34047, 3.34047, 60, 60, 60]"
