compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,natoms,volume_cell
C2Pb2,aflow:dffb3aac8bb95e6d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/119,225,cF8,"['C', 'Pb']",4,66.3227
C1Pb1,aflow:ef3b85baeb8d74c9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/720.BA,225,cF8,"['C', 'Pb']",2,33.1294
C2Pb2,aflow:f43184b6ad0ac1ca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/77,225,cF8,"['C', 'Pb']",4,66.2756
C1Pd1,aflow:1853fed4b441fa09,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPd_pv/720.BA,225,cF8,"['C', 'Pd']",2,21.9256
C1Pd1,aflow:69d79a16d36ee778,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pd1_ICSD_183173,225,cF8,"['C', 'Pd']",2,21.6691
C1Pd1,aflow:9a32e393fe53a94b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPd_pv/720.AB,225,cF8,"['C', 'Pd']",2,21.9256
C1Pd1,aflow:dbe6478da484b0dc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPd_pv/4,225,cF8,"['C', 'Pd']",2,21.9247
C1Pd1,aflow:ed7e078c2c0315c6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPd_pv/201,225,cF8,"['C', 'Pd']",2,21.9256
C1Pd1,aflow:fea5bd3abdf35cf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pd1_ICSD_181774,225,cF8,"['C', 'Pd']",2,21.6709
C1Pt1,aflow:13435caa82fe4e49,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pt1_ICSD_181114,225,cF8,"['C', 'Pt']",2,22.0896
C1Pt1,aflow:23de2f138f8eaf25,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPt/4,225,cF8,"['C', 'Pt']",2,22.4177
C1Pt1,aflow:2530fd0195050f1f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPt/720.BA,225,cF8,"['C', 'Pt']",2,22.4146
C1Pt1,aflow:c0b507c919c8c1f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pt1_ICSD_185984,225,cF8,"['C', 'Pt']",2,22.0776
C1Pt1,aflow:c1239a1be07e9833,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPt/201,225,cF8,"['C', 'Pt']",2,22.4146
C1Pt1,aflow:d17c8a455a0d4f17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pt1_ICSD_181345,225,cF8,"['C', 'Pt']",2,22.0933
C1Pt1,aflow:e1a5cb54d7eb729d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPt/720.AB,225,cF8,"['C', 'Pt']",2,22.4146
C1Pu1,aflow:257936faf6785e79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pu1_ICSD_618665,225,cF8,"['C', 'Pu']",2,30.9832
C1Pu1,aflow:5cb46318869a4a70,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pu1_ICSD_618670,225,cF8,"['C', 'Pu']",2,30.9704
C1Pu1,aflow:5f74025cd78a8182,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pu1_ICSD_77305,225,cF8,"['C', 'Pu']",2,30.9545
C1Pu1,aflow:88e69408c087daa4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pu1_ICSD_618671,225,cF8,"['C', 'Pu']",2,30.9391
C1Pu1,aflow:93392054fcfff716,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pu1_ICSD_31719,225,cF8,"['C', 'Pu']",2,30.9646
C1Pu1,aflow:aeda4a4d6b30f06a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pu1_ICSD_618675,225,cF8,"['C', 'Pu']",2,31.1426
C1Pu1,aflow:c29f8b8a7e63eeaa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pu1_ICSD_618676,225,cF8,"['C', 'Pu']",2,30.998
C1Pu1,aflow:e8527346a8162154,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pu1_ICSD_618678,225,cF8,"['C', 'Pu']",2,30.9876
C2Rb2,aflow:04f1c251b6808e86,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/71,225,cF8,"['C', 'Rb']",4,136.104
C2Rb2,aflow:0639a67d14db49eb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/196,225,cF8,"['C', 'Rb']",4,135.879
C2Rb2,aflow:0833aa3dcc42548a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/119,225,cF8,"['C', 'Rb']",4,136.136
C1Rb1,aflow:089cb0a77466a3b5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/720.BA,225,cF8,"['C', 'Rb']",2,68.028
C1Rb1,aflow:1d997472f32e4304,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/720.AB,225,cF8,"['C', 'Rb']",2,68.028
C2Rb2,aflow:3eff9af62de9ee47,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/447,225,cF8,"['C', 'Rb']",4,136.078
C1Rb1,aflow:3e0f7ec938c5a8c2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/201,225,cF8,"['C', 'Rb']",2,68.028
C2Rb2,aflow:6a570386f19ad726,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/77,225,cF8,"['C', 'Rb']",4,136.068
C2Rb2,aflow:96f5bb32aad385db,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/74,225,cF8,"['C', 'Rb']",4,136.085
C3Rb3,aflow:a6968d6c87126e41,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/136,225,cF8,"['C', 'Rb']",6,204.183
C2Rb2,aflow:b57b46426e2b0f46,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/448,225,cF8,"['C', 'Rb']",4,136.036
C2Rb2,aflow:b5d9ed5385d3859b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/14,225,cF8,"['C', 'Rb']",4,136.108
C4Rb4,aflow:d268f19fce06e65d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/256,225,cF8,"['C', 'Rb']",8,272.058
C2Rb2,aflow:ec784392af1e694c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/197,225,cF8,"['C', 'Rb']",4,136.109
C1Rb1,aflow:f59a9eb08ed437a1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/4,225,cF8,"['C', 'Rb']",2,68.0371
C1Re1,aflow:401cecb8f4293b05,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRe_pv/720.AB,225,cF8,"['C', 'Re']",2,20.7541
C1Re1,aflow:4edccf6defd5ffd5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRe_pv/720.BA,225,cF8,"['C', 'Re']",2,20.754
C1Re1,aflow:519a5865dda16e17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Re1_ICSD_77350,225,cF8,"['C', 'Re']",2,20.8414
C1Re1,aflow:9a20485122114e84,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Re1_ICSD_185981,225,cF8,"['C', 'Re']",2,21.0284
C1Re1,aflow:d5c915940dec0dd9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRe_pv/201,225,cF8,"['C', 'Re']",2,20.7541
C1Rh1,aflow:3ab2ac2944a0fa73,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRh_pv/720.BA,225,cF8,"['C', 'Rh']",2,20.7052
C1Rh1,aflow:3a4b13f181909c0b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Rh1_ICSD_181773,225,cF8,"['C', 'Rh']",2,20.5277
C1Rh1,aflow:3f92566875817608,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRh_pv/201,225,cF8,"['C', 'Rh']",2,20.7052
C1Rh1,aflow:a4650fbe13f71ea1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Rh1_ICSD_183171,225,cF8,"['C', 'Rh']",2,20.5312
C1Rh1,aflow:be9305538dc73eb9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRh_pv/720.AB,225,cF8,"['C', 'Rh']",2,20.7052
C1Ru1,aflow:32cefcad1eab10a9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRu_pv/720.BA,225,cF8,"['C', 'Ru']",2,20.1787
C1Ru1,aflow:39535a6a8b791c08,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRu_pv/720.AB,225,cF8,"['C', 'Ru']",2,20.1787
C1Ru1,aflow:4990d46926dfee7a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ru1_ICSD_183169,225,cF8,"['C', 'Ru']",2,20.0158
C1Ru1,aflow:52e918ec38633366,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRu_pv/201,225,cF8,"['C', 'Ru']",2,20.1787
C1Ru1,aflow:a0169179611bf672,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRu_pv/4,225,cF8,"['C', 'Ru']",2,20.1773
C1Sb1,aflow:327537a9b6e35390,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSb/720.BA,225,cF8,"['C', 'Sb']",2,29.2625
C1Sb1,aflow:377fb8fa2435f18e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSb/720.AB,225,cF8,"['C', 'Sb']",2,29.2625
C1Sb1,aflow:7ec2e1ac83071ec8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSb/201,225,cF8,"['C', 'Sb']",2,29.2625
C1Sb1,aflow:bc13ec8b98af05b5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSb/4,225,cF8,"['C', 'Sb']",2,29.2635
C2Sc2,aflow:18e3a4ca764181e4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/14,225,cF8,"['C', 'Sc']",4,51.4882
C3Sc3,aflow:23af3adaaa67d862,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/136,225,cF8,"['C', 'Sc']",6,77.2345
C8Sc8,aflow:403d76d901c46939,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Sc']",16,205.805
C2Sc2,aflow:48a9c701ec25a8df,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/447,225,cF8,"['C', 'Sc']",4,51.4476
C2Sc2,aflow:4a3666c689f30e41,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/119,225,cF8,"['C', 'Sc']",4,51.4734
C1Sc1,aflow:4abee2d5b9e8b8e0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/720.BA,225,cF8,"['C', 'Sc']",2,25.7229
C2Sc2,aflow:6a9a7d74c28b8b2f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/71,225,cF8,"['C', 'Sc']",4,51.4397
C1Sc1,aflow:91f57e636b900282,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/720.AB,225,cF8,"['C', 'Sc']",2,25.7194
C2Sc2,aflow:980a359388e8ca3e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/448,225,cF8,"['C', 'Sc']",4,51.446
C1Sc1,aflow:ae57dbb8516508a7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Sc1_ICSD_181047,225,cF8,"['C', 'Sc']",2,26.9384
C1Sc1,aflow:b229b8f278353f2d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/4,225,cF8,"['C', 'Sc']",2,25.7265
C2Sc2,aflow:ba1bb960b115401e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/20,225,cF8,"['C', 'Sc']",4,51.4357
C1Sc1,aflow:d712f48afd00ad2b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Sc1_ICSD_43524,225,cF8,"['C', 'Sc']",2,26.9834
C2Sc2,aflow:dd79c4af611e7dcc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/74,225,cF8,"['C', 'Sc']",4,51.4753
C1Sc1,aflow:e9b28a327b4f0028,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Sc1_ICSD_189084,225,cF8,"['C', 'Sc']",2,26.9381
C1Sc1,aflow:ea12487434d5db82,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/201,225,cF8,"['C', 'Sc']",2,25.7194
C2Sc2,aflow:f4e33ccb22241045,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/196,225,cF8,"['C', 'Sc']",4,51.4455
C2Sc2,aflow:f7a7599c000c4a81,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/77,225,cF8,"['C', 'Sc']",4,51.4546
C4Sc4,aflow:fd5c5403ef4e4a93,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/256,225,cF8,"['C', 'Sc']",8,102.9
C1Se1,aflow:2731dd63c9ffacef,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSe/4,225,cF8,"['C', 'Se']",2,24.3962
C1Se1,aflow:752ed53755f0762e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSe/720.AB,225,cF8,"['C', 'Se']",2,24.3951
C1Se1,aflow:db5694ab69fe1311,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSe/201,225,cF8,"['C', 'Se']",2,24.3951
C1Se1,aflow:ef636bd6528e6bcd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSe/720.BA,225,cF8,"['C', 'Se']",2,24.3951
C1Si1,aflow:03fd9a034edc5209,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/4,225,cF8,"['C', 'Si']",2,16.6844
C1Si1,aflow:0e5c7dd4d4402dff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Si1_ICSD_182362,225,cF8,"['C', 'Si']",2,16.7055
C2Si2,aflow:218d3eb91c1ada0b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/20,225,cF8,"['C', 'Si']",4,33.4161
C4Si4,aflow:319f5cc871cdde67,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/195,225,cF8,"['C', 'Si']",8,66.629
C1Si1,aflow:45197fd0a3a23f9c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/201,225,cF8,"['C', 'Si']",2,16.6842
C2Si2,aflow:599c2c2680b0dc4f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/448,225,cF8,"['C', 'Si']",4,33.3643
C2Si2,aflow:6b3ba09add70ae7a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/71,225,cF8,"['C', 'Si']",4,33.4113
C1Si1,aflow:6ecd750cae69a5af,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/720.BA,225,cF8,"['C', 'Si']",2,16.6842
C2Si2,aflow:91b627fbce6a677e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/447,225,cF8,"['C', 'Si']",4,33.3588
C2Si2,aflow:bfa9c5c1c9d08d62,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/77,225,cF8,"['C', 'Si']",4,33.3161
C2Si2,aflow:c1685ee0df37ff6b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/196,225,cF8,"['C', 'Si']",4,33.4096
C1Si1,aflow:ef32d5a7ebf3e5f2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/720.AB,225,cF8,"['C', 'Si']",2,16.6842
C2Si2,aflow:f30eea1678441288,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/119,225,cF8,"['C', 'Si']",4,33.3534
C1Sn1,aflow:01f0334da2961bb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Sn1_ICSD_182366,225,cF8,"['C', 'Sn']",2,29.3732
C3Sn3,aflow:048889c9e544f5b0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/136,225,cF8,"['C', 'Sn']",6,82.5711
C2Sn2,aflow:18a2da2b1ee4a6cd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/448,225,cF8,"['C', 'Sn']",4,55.1926
C1Sn1,aflow:1e78c439814d5281,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/4,225,cF8,"['C', 'Sn']",2,27.5724
C2Sn2,aflow:26748400b7b5df21,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/14,225,cF8,"['C', 'Sn']",4,55.0069
C2Sn2,aflow:331ac7b6680dce86,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/197,225,cF8,"['C', 'Sn']",4,55.1901
C1Sn1,aflow:4edd427104c9fb1b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/720.BA,225,cF8,"['C', 'Sn']",2,27.5679
C2Sn2,aflow:74ed1f42aa8434ad,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/119,225,cF8,"['C', 'Sn']",4,55.235
C2Sn2,aflow:9325b7b502e56b54,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/447,225,cF8,"['C', 'Sn']",4,55.1911
C2Sn2,aflow:95e163d9ccfdf13a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/71,225,cF8,"['C', 'Sn']",4,55.1919
C1Sn1,aflow:9afc4e2c29b9f9ba,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/720.AB,225,cF8,"['C', 'Sn']",2,27.5678
C2Sn2,aflow:a5977d42c7dbde7f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/20,225,cF8,"['C', 'Sn']",4,55.3752
C2Sn2,aflow:cbcd25e3695174ee,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/77,225,cF8,"['C', 'Sn']",4,55.257
C2Sn2,aflow:ec50b93cd4027b1b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/196,225,cF8,"['C', 'Sn']",4,55.1855
C1Sn1,aflow:fb0d6579570dda0b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/201,225,cF8,"['C', 'Sn']",2,27.5678
C2Sr2,aflow:0413e4f7ed7fc0e5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/20,225,cF8,"['C', 'Sr']",4,91.4429
C2Sr2,aflow:50020e5c2ccf2c32,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/71,225,cF8,"['C', 'Sr']",4,91.4935
C2Sr2,aflow:509ca2c6949635a8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/14,225,cF8,"['C', 'Sr']",4,91.4819
C1Sr1,aflow:53e685060123bff2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/201,225,cF8,"['C', 'Sr']",2,45.7528
C1Sr1,aflow:675313cff915f8b6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/4,225,cF8,"['C', 'Sr']",2,45.7283
C2Sr2,aflow:6954299d77687adf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/197,225,cF8,"['C', 'Sr']",4,91.4969
C2Sr2,aflow:7952022f8fa58feb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/196,225,cF8,"['C', 'Sr']",4,91.4596
C1Sr1,aflow:c6a8052f611726b7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/720.BA,225,cF8,"['C', 'Sr']",2,45.7528
C1Sr1,aflow:f0851c368b3f8138,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/720.AB,225,cF8,"['C', 'Sr']",2,45.7528
C2Sr2,aflow:fb8b2f41bd719de6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/77,225,cF8,"['C', 'Sr']",4,91.5017
C1Ta1,aflow:00a1069b6142347c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_185979,225,cF8,"['C', 'Ta']",2,22.8488
C2Ta2,aflow:0904a407dfa958a3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/14,225,cF8,"['C', 'Ta']",4,44.9937
C1Ta1,aflow:0961d0e6049cfdf0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_601144,225,cF8,"['C', 'Ta']",2,22.8579
C1Ta1,aflow:0b9d4467cef30c36,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618844,225,cF8,"['C', 'Ta']",2,22.8676
C2Ta2,aflow:0dab6d6d1deeaaca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/448,225,cF8,"['C', 'Ta']",4,44.9995
C1Ta1,aflow:16b5cf4c60a289b4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618833.AB,225,cF8,"['C', 'Ta']",2,22.4693
C1Ta1,aflow:181ba7fa2b2601c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618841,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:1a09c2f90d68b88d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618846,225,cF8,"['C', 'Ta']",2,22.8825
C2Ta2,aflow:1ffc07a11d537f03,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/77,225,cF8,"['C', 'Ta']",4,45.0213
C1Ta1,aflow:1fa5bb5d729eb84c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618835.AB,225,cF8,"['C', 'Ta']",2,22.4693
C1Ta1,aflow:20c624e111c9a9ca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/4,225,cF8,"['C', 'Ta']",2,22.4599
C1Ta1,aflow:20e821530f762f35,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618839,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:22bff7899889f374,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618833,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:2391172d7af0e248,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618831,225,cF8,"['C', 'Ta']",2,22.8486
C3Ta3,aflow:2945df5489ef8baf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/136,225,cF8,"['C', 'Ta']",6,67.5039
C1Ta1,aflow:30b8bfe5c6e7f866,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_44497,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:33a8e5c522b7752e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_53974.AB,225,cF8,"['C', 'Ta']",2,22.4692
C1Ta1,aflow:38df8e97de7a57f3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_26956.AB,225,cF8,"['C', 'Ta']",2,22.4692
C1Ta1,aflow:40082cf918ce5b7d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159879,225,cF8,"['C', 'Ta']",2,22.8838
C1Ta1,aflow:4552a30e8e5a7e99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159877,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:486508c449f686ce,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618820.AB,225,cF8,"['C', 'Ta']",2,22.4693
C1Ta1,aflow:4d7bc1aa003d0bf5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618828,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:51ba51b5f336d6ee,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_38239.AB,225,cF8,"['C', 'Ta']",2,22.4692
C2Ta2,aflow:5354cc0ad290ebc9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/119,225,cF8,"['C', 'Ta']",4,45.0151
C1Ta1,aflow:53d63dba5b721b6a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618829,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:59370902f59973c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159876,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:5a7db361d95c4b89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618836,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:5ec5d09d612077e7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_155163.AB,225,cF8,"['C', 'Ta']",2,22.4692
C1Ta1,aflow:6180206ef4d9c79f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618823.AB,225,cF8,"['C', 'Ta']",2,22.4693
C1Ta1,aflow:610c3651ef29f532,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618830,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:6103d0dbe0ca7fcd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_44497.AB,225,cF8,"['C', 'Ta']",2,22.4692
C1Ta1,aflow:665a13c2c6cf0629,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_43525.AB,225,cF8,"['C', 'Ta']",2,22.4692
C1Ta1,aflow:69a7de99086ffee2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618835,225,cF8,"['C', 'Ta']",2,22.8676
C1Ta1,aflow:71fe29c801d60a9b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618818,225,cF8,"['C', 'Ta']",2,22.8675
C1Ta1,aflow:7443527ec9d352fe,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618830.AB,225,cF8,"['C', 'Ta']",2,22.4693
C1Ta1,aflow:7b5348a6157d93ea,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618831.AB,225,cF8,"['C', 'Ta']",2,22.4693
C1Ta1,aflow:834020e563939161,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/720.BA,225,cF8,"['C', 'Ta']",2,22.4692
C1Ta1,aflow:854da1ed42315d57,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618828.AB,225,cF8,"['C', 'Ta']",2,22.4693
